full_text,cleaned_text,translated_text,stopwords,tweet_tokenize,tokens_lemmatized,text_lemmatized,pos,neg,neu,label
cek dm,cek dm,check dm,check dm,"['check', 'dm']","['check', 'dm']",check dm,0.0,0.0,1.0,neutral
sicepat saja nte,saja nte,just nte,nte,['nte'],['nte'],nte,0.0,0.0,1.0,neutral
emg paling bnr itu sicepat tetapi kalau buat pickup anteraja,emg paling bnr itu tetapi kalau buat pickup,the most bnr but if you make a pickup,bnr make pickup,"['bnr', 'make', 'pickup']","['bnr', 'make', 'pickup']",bnr make pickup,0.0,0.0,1.0,neutral
SiCepat adalah ekspedisi terLambat,adalah ekspedisi terLambat,is late expedition,late expedition,"['late', 'expedition']","['late', 'expedition']",late expedition,0.0,0.0,1.0,neutral
Habisan sicepat tidak sesuai namanya,Habisan tidak sesuai namanya,out not according to its name,according name,"['according', 'name']","['accord', 'name']",accord name,0.0,0.0,1.0,neutral
admin ini bagaimana deh paketnya sudah nyampe di bpp tahu tahu statusnya di jakpus terus kalau cek resi nya statusnya di bpp gaberubah,admin ini bagaimana deh paketnya sudah nyampe di bpp tahu tahu statusnya di jakpus terus kalau cek resi nya statusnya di bpp gaberubah,admin is how the package has arrived at bpp knowing its status in central jakarta,admin package arrived bpp knowing status central jakarta,"['admin', 'package', 'arrived', 'bpp', 'knowing', 'status', 'central', 'jakarta']","['admin', 'package', 'arrive', 'bpp', 'know', 'status', 'central', 'jakarta']",admin package arrive bpp know status central jakarta,0.0,0.0,1.0,neutral
paketku ratekan tekan t,paketku ratekan tekan t,package my ratekan press t,package ratekan press,"['package', 'ratekan', 'press']","['package', 'ratekan', 'press']",package ratekan press,0.0,0.0,1.0,neutral
ANJING AMEH BANGWT PADAHAL UDH GW UBAH KE SICEPAT KENAPA MALAH JD JNE DAH ANYING,ANJING AMEH BANGWT PADAHAL UDH GW UBAH KE KENAPA MALAH JD DAH ANYING,"ameh dogs, even though i have changed it to why i was so anying",ameh dogs even though changed anying,"['ameh', 'dogs', 'even', 'though', 'changed', 'anying']","['ameh', 'dog', 'even', 'though', 'change', 'anying']",ameh dog even though change anying,0.0,0.0,1.0,neutral
boleh cek DM kak Mau tanya paket,boleh cek DM kak Mau tanya paket,can check dm sis want to ask the package,check dm sis want ask package,"['check', 'dm', 'sis', 'want', 'ask', 'package']","['check', 'dm', 'si', 'want', 'ask', 'package']",check dm si want ask package,0.206,0.0,0.794,neutral
No resi ini belum tiba sampai sekarang Sudah minggu masa si line haul jakarta terus bagaimana nih minggu,No resi ini belum tiba sampai sekarang Sudah minggu masa si line haul jakarta terus bagaimana nih minggu,"this receipt number has not arrived until now it has been the week of the jakarta line haul, how about this sunday",receipt number arrived week jakarta line haul sunday,"['receipt', 'number', 'arrived', 'week', 'jakarta', 'line', 'haul', 'sunday']","['receipt', 'number', 'arrive', 'week', 'jakarta', 'line', 'haul', 'sunday']",receipt number arrive week jakarta line haul sunday,0.157,0.0,0.843,neutral
Bilanya bisa coba sopi tuh pkai spx saja Jne jnt emng kytu apalagi sicepat,Bilanya bisa coba sopi tuh pkai saja emng kytu apalagi,"the time can try sopi just pakai, especially",time try sopi pakai especially,"['time', 'try', 'sopi', 'pakai', 'especially']","['time', 'try', 'sopi', 'pakai', 'especially']",time try sopi pakai especially,0.0,0.0,1.0,neutral
Halo ini saya chat di WhatsApp kenapa tidak dibalas ya,Halo ini saya chat di WhatsApp kenapa tidak dibalas ya,"hello, i chat on whatsapp, why not reply",hello chat whatsapp reply,"['hello', 'chat', 'whatsapp', 'reply']","['hello', 'chat', 'whatsapp', 'reply']",hello chat whatsapp reply,0.0,0.0,1.0,neutral
sinii saya bisaa tetapi dom depok saya deket jnt jne antaraja sicepat,sinii saya bisaa tetapi dom depok saya deket antaraja,"here i can, but in depok i was near the anteraja",can depok near anteraja,"['can', 'depok', 'near', 'anteraja']","['can', 'depok', 'near', 'anteraja']",can depok near anteraja,0.0,0.0,1.0,neutral
Cara Ubah Jasa Kirim Shopee ke SPX Sicepat JNE,Cara Ubah Jasa Kirim Shopee ke,how to change shopee sending services to,change shopee sending services,"['change', 'shopee', 'sending', 'services']","['change', 'shopee', 'send', 'service']",change shopee send service,0.0,0.0,1.0,neutral
kontolll salah kirim mulu dah et,kontolll salah kirim mulu dah et,contoll something send mulu dah et,contoll something send mulu dah et,"['contoll', 'something', 'send', 'mulu', 'dah', 'et']","['contoll', 'something', 'send', 'mulu', 'dah', 'et']",contoll something send mulu dah et,0.0,0.0,1.0,neutral
admin cek DM,admin cek DM,admin check dm,admin check dm,"['admin', 'check', 'dm']","['admin', 'check', 'dm']",admin check dm,0.0,0.0,1.0,neutral
cek DM admin,cek DM admin,check dm admin,check dm admin,"['check', 'dm', 'admin']","['check', 'dm', 'admin']",check dm admin,0.0,0.0,1.0,neutral
Karena nderr sekarang aturan toped bisa di pick up kalau ada sekian paket gtuu mungkin dia biasanya pakai sicepatintinya sellernya tidak mau ribet sih,Karena nderr sekarang aturan toped bisa di pick up kalau ada sekian paket gtuu mungkin dia biasanya pakai sicepatintinya sellernya tidak mau ribet sih,"because now the tokopedia rules can be picked up if there are so many packages, maybe he usually uses the seller, the seller doesn't want to be complicated",tokopedia rules picked many packages maybe usually uses seller seller want complicated,"['tokopedia', 'rules', 'picked', 'many', 'packages', 'maybe', 'usually', 'uses', 'seller', 'seller', 'want', 'complicated']","['tokopedia', 'rule', 'picked', 'many', 'package', 'maybe', 'usually', 'us', 'seller', 'seller', 'want', 'complicate']",tokopedia rule picked many package maybe usually us seller seller want complicate,0.106,0.0,0.894,neutral
Sicepat gtgtgtgtgt,gtgtgtgtgt,gtgtgtgtgt,gtgtgtgtgt,['gtgtgtgtgt'],['gtgtgtgtgt'],gtgtgtgtgt,0.0,0.0,1.0,neutral
Whatsaapnya mana ya,Whatsaapnya mana ya,where is it?,it,['it'],['it'],it,0.0,0.0,1.0,neutral
Sicepat sejak request pick up tidak jemput selama hari toko kami reputasi proses dan dijemput dalam hari jadi sangat merugikan nama baik toko saya dan akhirnya nama Tokopedia akan ikut dirugikan hanya gara nila setitik itu,sejak request pick up tidak jemput selama hari toko kami reputasi proses dan dijemput dalam hari jadi sangat merugikan nama baik toko saya dan akhirnya nama Tokopedia akan ikut dirugikan hanya gara nila setitik itu,since the pick -up request has not been picked up during our shop day the process reputation and is picked up on the anniversary is very detrimental to the good name of my store and finally the name tokopedia will be disadvantaged only because of that speck of tilapia,since pick up request picked shop day process reputation picked anniversary detrimental good name store finally name tokopedia disadvantaged speck tilapia,"['since', 'pick', 'up', 'request', 'picked', 'shop', 'day', 'process', 'reputation', 'picked', 'anniversary', 'detrimental', 'good', 'name', 'store', 'finally', 'name', 'tokopedia', 'disadvantaged', 'speck', 'tilapia']","['since', 'pick', 'up', 'request', 'picked', 'shop', 'day', 'process', 'reputation', 'picked', 'anniversary', 'detrimental', 'good', 'name', 'store', 'finally', 'name', 'tokopedia', 'disadvantage', 'speck', 'tilapia']",since pick up request picked shop day process reputation picked anniversary detrimental good name store finally name tokopedia disadvantage speck tilapia,0.117,0.113,0.769,neutral
tetapi mau harapin apa kalau kurir nya sicepat,tetapi mau harapin apa kalau kurir nya,but what do you want to expect if the courier,want expect courier,"['want', 'expect', 'courier']","['want', 'expect', 'courier']",want expect courier,0.394,0.0,0.606,neutral
budak sicepat daerah kubu raya ni dimana bah nyari di serdam sme parit hj muksin pun tak nemu,budak daerah kubu raya ni dimana bah nyari di serdam sme parit hj muksin pun tak nemu,the slave of the kubu raya area where bah was looking for in serdam sme hj muksin was not found,slave kubu raya area bah looking serdam sme hj muksin found,"['slave', 'kubu', 'raya', 'area', 'bah', 'looking', 'serdam', 'sme', 'hj', 'muksin', 'found']","['slave', 'kubu', 'raya', 'area', 'bah', 'look', 'serdam', 'sme', 'hj', 'muksin', 'found']",slave kubu raya area bah look serdam sme hj muksin found,0.0,0.0,1.0,neutral
GA LAGI DAH PAKE SICEPAT ARGHHHHHHHHHH BIKIN CEPAT EMOSI AJA,GA LAGI DAH PAKE ARGHHHHHHHHHH BIKIN CEPAT EMOSI AJA,"no longer using arghh, just make emotions quickly",longer using arghh make emotions quickly,"['longer', 'using', 'arghh', 'make', 'emotions', 'quickly']","['longer', 'use', 'arghh', 'make', 'emotion', 'quickly']",longer use arghh make emotion quickly,0.0,0.0,1.0,neutral
saya sudah wa tetapi gadaa respon ini bagaimana,saya sudah wa tetapi gadaa respon ini bagaimana,i have wa but how is this response,wa response,"['wa', 'response']","['wa', 'response']",wa response,0.0,0.0,1.0,neutral
sudah di email tidak dibales disini saja nih,sudah di email tidak dibales disini saja nih,already in the email is not just here,already email,"['already', 'email']","['already', 'email']",already email,0.0,0.0,1.0,neutral
,,"the json object must be str, bytes or bytearray, not nonetype",json object must str bytes bytearray nonetype,"['json', 'object', 'must', 'str', 'bytes', 'bytearray', 'nonetype']","['json', 'object', 'must', 'str', 'byte', 'bytearray', 'nonetype']",json object must str byte bytearray nonetype,0.0,0.0,1.0,neutral
GIMANA INI SMP SKR GA ADA TINDAK LANJUT,GIMANA INI SMP SKR GA ADA TINDAK LANJUT,how is this junior high school there is no follow -up,junior high school follow up,"['junior', 'high', 'school', 'follow', 'up']","['junior', 'high', 'school', 'follow', 'up']",junior high school follow up,0.0,0.0,1.0,neutral
kakak sellernya nerima tidak kak kalau pakai sicepat,kakak sellernya nerima tidak kak kalau pakai,"the seller's sister received it, sis if you use it",sellers sister received it sis use,"['sellers', 'sister', 'received', 'it', 'sis', 'use']","['seller', 'sister', 'receive', 'it', 'si', 'use']",seller sister receive it si use,0.0,0.0,1.0,neutral
bot terus yang balas saya sudah chat tidak tertera juga diulang terus bahasannya penyelesaiannya bagaimana,bot terus yang balas saya sudah chat tidak tertera juga diulang terus bahasannya penyelesaiannya bagaimana,the bots continue to reply that i have been chatting not listed is also repeated and then the discussion,bots continue reply chatting listed also repeated discussion,"['bots', 'continue', 'reply', 'chatting', 'listed', 'also', 'repeated', 'discussion']","['bot', 'continue', 'reply', 'chat', 'list', 'also', 'repeat', 'discussion']",bot continue reply chat list also repeat discussion,0.0,0.0,1.0,neutral
Ges kalian ada yang pernah pakai pengirman sicepat tidak Aku mau tanya tanya dong,Ges kalian ada yang pernah pakai pengirman tidak Aku mau tanya tanya dong,"ges, you guys have ever used the girman, i don't want to ask questions",ges guys ever used girman want ask questions,"['ges', 'guys', 'ever', 'used', 'girman', 'want', 'ask', 'questions']","['ge', 'guy', 'ever', 'use', 'girman', 'want', 'ask', 'question']",ge guy ever use girman want ask question,0.157,0.0,0.843,neutral
Pengiriman hari ini via jampt shopee express jne next day dan sicepat,Pengiriman hari ini via jampt shopee express next day dan,today's shipment via jampee express next day and,todays shipment via jampee express next day,"['todays', 'shipment', 'via', 'jampee', 'express', 'next', 'day']","['today', 'shipment', 'via', 'jampee', 'express', 'next', 'day']",today shipment via jampee express next day,0.0,0.0,1.0,neutral
ini kurirmu bukan,ini kurirmu bukan,this is your courier,courier,['courier'],['courier'],courier,0.0,0.0,1.0,neutral
ada yang punya kontak sicepat kurirnya yang dkt dari nangor tidak pad,ada yang punya kontak kurirnya yang dkt dari nangor tidak pad,anyone has a courier contact close to nangor not pad,anyone courier contact close nangor pad,"['anyone', 'courier', 'contact', 'close', 'nangor', 'pad']","['anyone', 'courier', 'contact', 'close', 'nangor', 'pad']",anyone courier contact close nangor pad,0.0,0.0,1.0,neutral
gas nder ntar malem bisa langsung saya kirim kalau pakai sicepat,gas nder ntar malem bisa langsung saya kirim kalau pakai,i can send ndder gas directly if i use it if you use it,send ndder gas directly use use,"['send', 'ndder', 'gas', 'directly', 'use', 'use']","['send', 'ndder', 'gas', 'directly', 'use', 'use']",send ndder gas directly use use,0.0,0.0,1.0,neutral
Bntr ku kirim lewat sicepat ya,Bntr ku kirim lewat ya,bntr i send through,bntr send,"['bntr', 'send']","['bntr', 'send']",bntr send,0.0,0.0,1.0,neutral
Ges kalian ada yang pernah pakai pengiriman sicepat tidak Aku mau tanya tanya dong,Ges kalian ada yang pernah pakai pengiriman tidak Aku mau tanya tanya dong,"ges, you guys have ever used shipping, i don't want to ask questions",ges guys ever used shipping want ask questions,"['ges', 'guys', 'ever', 'used', 'shipping', 'want', 'ask', 'questions']","['ge', 'guy', 'ever', 'use', 'shipping', 'want', 'ask', 'question']",ge guy ever use shipping want ask question,0.157,0.0,0.843,neutral
Kacaw sekarang sicepat,Kacaw sekarang,kacaw now,kacaw,['kacaw'],['kacaw'],kacaw,0.0,0.0,1.0,neutral
Shopee Diselidiki soal Monopoli Apa Kata Anteraja JNE SiCepat,Shopee Diselidiki soal Monopoli Apa Kata,shopee is investigated about the monopoly what words,shopee investigated monopoly words,"['shopee', 'investigated', 'monopoly', 'words']","['shopee', 'investigate', 'monopoly', 'word']",shopee investigate monopoly word,0.0,0.0,1.0,neutral
Sicepat next day Ato tidak anter sendiri,next day Ato tidak anter sendiri,next day or not enter yourself,next day enter,"['next', 'day', 'enter']","['next', 'day', 'enter']",next day enter,0.0,0.0,1.0,neutral
dm kaak,dm kaak,dm kaak,dm kaak,"['dm', 'kaak']","['dm', 'kaak']",dm kaak,0.0,0.0,1.0,neutral
tidak ada obat emang entaraja sama sipecat,tidak ada obat emang entaraja sama sipecat,"there is no drug, it is just a matter",drug matter,"['drug', 'matter']","['drug', 'matter']",drug matter,0.524,0.0,0.476,neutral
sbt Aku tadi siang pick up paket sicepat tetapi yang satu statusnya belum ke update Ada yang pernah begitu juga gaa nunggunya berapa lama kirakira buat ke update takut ilang,sbt Aku tadi siang pick up paket tetapi yang satu statusnya belum ke update Ada yang pernah begitu juga gaa nunggunya berapa lama kirakira buat ke update takut ilang,"sbt i pick up package this afternoon, but one of the status has not been updated, there has ever been a long time, how long is it for a long time to update.",sbt pick package afternoon one status updated ever long time long long time update,"['sbt', 'pick', 'package', 'afternoon', 'one', 'status', 'updated', 'ever', 'long', 'time', 'long', 'long', 'time', 'update']","['sbt', 'pick', 'package', 'afternoon', 'one', 'status', 'update', 'ever', 'long', 'time', 'long', 'long', 'time', 'update']",sbt pick package afternoon one status update ever long time long long time update,0.0,0.0,1.0,neutral
Nggaa kakk,Nggaa kakk,no brother,brother,['brother'],['brother'],brother,0.0,0.0,1.0,neutral
MODE sicepat,MODE,mode,mode,['mode'],['mode'],mode,0.0,0.0,1.0,neutral
Jnt sama spx karena kurirnya sudah hafal Klu sicepat jarang make ninja tidak pernah ada pilihan,sama karena kurirnya sudah hafal Klu jarang make ninja tidak pernah ada pilihan,"the same because the courier has memorized it, if you rarely make ninja, there is never an option",courier memorized it rarely make ninja never option,"['courier', 'memorized', 'it', 'rarely', 'make', 'ninja', 'never', 'option']","['courier', 'memorize', 'it', 'rarely', 'make', 'ninja', 'never', 'option']",courier memorize it rarely make ninja never option,0.0,0.0,1.0,neutral
sicepat lama sangat deh amit amit,lama sangat deh amit amit,a long time ago amit amit,long time ago amit amit,"['long', 'time', 'ago', 'amit', 'amit']","['long', 'time', 'ago', 'amit', 'amit']",long time ago amit amit,0.0,0.0,1.0,neutral
Pake sicepat langsung pickup sore nanti,Pake langsung pickup sore nanti,use the pickup directly this afternoon,use pickup directly afternoon,"['use', 'pickup', 'directly', 'afternoon']","['use', 'pickup', 'directly', 'afternoon']",use pickup directly afternoon,0.0,0.0,1.0,neutral
ribet nggak jadi jalan juga garagara Gramedia sama sicepat beh,ribet nggak jadi jalan juga garagara Gramedia sama beh,"complicated not to be the road too, garagara gramedia and beh",complicated road too garagara gramedia beh,"['complicated', 'road', 'too', 'garagara', 'gramedia', 'beh']","['complicate', 'road', 'too', 'garagara', 'gramedia', 'beh']",complicate road too garagara gramedia beh,0.0,0.0,1.0,neutral
Sicepat sudah berubah jadi silelet buset lama poll,sudah berubah jadi silelet buset lama poll,has turned into old polelet pilet pilet,turned old polelet pilet pilet,"['turned', 'old', 'polelet', 'pilet', 'pilet']","['turn', 'old', 'polelet', 'pilet', 'pilet']",turn old polelet pilet pilet,0.0,0.0,1.0,neutral
Sicepat sampah,sampah,rubbish,rubbish,['rubbish'],['rubbish'],rubbish,0.0,0.0,1.0,neutral
ganti nama saja jadi sitelat,ganti nama saja jadi sitelat,just change the name to the sitelat,change name sitelat,"['change', 'name', 'sitelat']","['change', 'name', 'sitelat']",change name sitelat,0.0,0.0,1.0,neutral
Sicepat sihh,sihh,anyway,anyway,['anyway'],['anyway'],anyway,0.0,0.0,1.0,neutral
cek dm admin,cek dm admin,check dm admin,check dm admin,"['check', 'dm', 'admin']","['check', 'dm', 'admin']",check dm admin,0.0,0.0,1.0,neutral
kalau sekarang bisa tidak ka sudah saya ubah jadi jnt ama sicepat begitu,kalau sekarang bisa tidak ka sudah saya ubah jadi ama begitu,if now i can not change it so i am so ama,change ama,"['change', 'ama']","['change', 'ama']",change ama,0.0,0.0,1.0,neutral
Sicepat ajaa,ajaa,just,,[],[],,0.0,0.0,0.0,neutral
nama doang sicepat,nama doang,name,name,['name'],['name'],name,0.0,0.0,1.0,neutral
Kalo tidak alonami dikirim make sicepat,Kalo tidak alonami dikirim make,if not alonami sent make,alonami sent make,"['alonami', 'sent', 'make']","['alonami', 'sent', 'make']",alonami sent make,0.0,0.0,1.0,neutral
JNE kirimannya minimal bulan Kabar terbaru Anteraja Bojong sudah bubar menyusul SICEPAT,kirimannya minimal bulan Kabar terbaru Bojong sudah bubar menyusul,"the shipment is the minimum month of the latest news, bojong has been disbanded following",shipment minimum month latest news bojong disbanded following,"['shipment', 'minimum', 'month', 'latest', 'news', 'bojong', 'disbanded', 'following']","['shipment', 'minimum', 'month', 'late', 'news', 'bojong', 'disband', 'follow']",shipment minimum month late news bojong disband follow,0.0,0.0,1.0,neutral
cek dm ada dua paket yang kemarin seharusnya di pick up tetapi sampai hari ini belum di pick up ya terima kasih,cek dm ada dua paket yang kemarin seharusnya di pick up tetapi sampai hari ini belum di pick up ya terima kasih,check dm there are two packages that yesterday should be picked up but to this day have not been picked up,check dm two packages yesterday picked day picked,"['check', 'dm', 'two', 'packages', 'yesterday', 'picked', 'day', 'picked']","['check', 'dm', 'two', 'package', 'yesterday', 'picked', 'day', 'picked']",check dm two package yesterday picked day picked,0.0,0.0,1.0,neutral
paketku kok belum dipickup knpa ya padahal jadwalnya kmrin,paketku kok belum dipickup knpa ya padahal jadwalnya kmrin,"how come my package hasn't been pickup, even though the schedule is kmrin",come package pickup even though schedule kmrin,"['come', 'package', 'pickup', 'even', 'though', 'schedule', 'kmrin']","['come', 'package', 'pickup', 'even', 'though', 'schedule', 'kmrin']",come package pickup even though schedule kmrin,0.0,0.0,1.0,neutral
Jirr ini akun apaan dah masa linettebuby kamu mau boongin saya ya,Jirr ini akun apaan dah masa linettebuby kamu mau boongin saya ya,jirr this account is what the linettebuby you want to boong me,jirr account linettebuby want boong,"['jirr', 'account', 'linettebuby', 'want', 'boong']","['jirr', 'account', 'linettebuby', 'want', 'boong']",jirr account linettebuby want boong,0.245,0.0,0.755,neutral
kalau cod pakai ekspedisi sicepat sehari gaada repond dari buyer diretur kalau jnt maksimal hari kalau spx kurang tahu mungkin ngaruhnya disitu,kalau cod pakai ekspedisi sehari gaada repond dari buyer diretur kalau maksimal hari kalau kurang tahu mungkin ngaruhnya disitu,"if the cod uses an expedition a day there is no response from the buyer going back to the maximum of the day if you don't know, maybe it can affect it there",cod uses expedition day response buyer going back maximum day know maybe affect,"['cod', 'uses', 'expedition', 'day', 'response', 'buyer', 'going', 'back', 'maximum', 'day', 'know', 'maybe', 'affect']","['cod', 'us', 'expedition', 'day', 'response', 'buyer', 'go', 'back', 'maximum', 'day', 'know', 'maybe', 'affect']",cod us expedition day response buyer go back maximum day know maybe affect,0.0,0.0,1.0,neutral
cdm admin,cdm admin,admin cdm,admin cdm,"['admin', 'cdm']","['admin', 'cdm']",admin cdm,0.0,0.0,1.0,neutral
Spx sma sicepat,sma,senior high school,senior high school,"['senior', 'high', 'school']","['senior', 'high', 'school']",senior high school,0.0,0.0,1.0,neutral
sicepat bikin emosi anjir,bikin emosi anjir,make emotions,make emotions,"['make', 'emotions']","['make', 'emotion']",make emotion,0.0,0.0,1.0,neutral
sicepat,,"the json object must be str, bytes or bytearray, not nonetype",json object must str bytes bytearray nonetype,"['json', 'object', 'must', 'str', 'bytes', 'bytearray', 'nonetype']","['json', 'object', 'must', 'str', 'byte', 'bytearray', 'nonetype']",json object must str byte bytearray nonetype,0.0,0.0,1.0,neutral
setelah dikasih bukti malah gadibales chatnya,setelah dikasih bukti malah gadibales chatnya,"after being given evidence, the gadales chat",given evidence gadales chat,"['given', 'evidence', 'gadales', 'chat']","['give', 'evidence', 'gadales', 'chat']",give evidence gadales chat,0.0,0.0,1.0,neutral
saya malah kebalik pakai sicepat besoknya langsung nyampe padahal yang reguler pakai anteraja seabad v,saya malah kebalik pakai besoknya langsung nyampe padahal yang reguler pakai seabad v,i even turned around to use the next day to arrive even though the regular one used a century v,even turned around use next day arrive even though regular one used century v,"['even', 'turned', 'around', 'use', 'next', 'day', 'arrive', 'even', 'though', 'regular', 'one', 'used', 'century', 'v']","['even', 'turn', 'around', 'use', 'next', 'day', 'arrive', 'even', 'though', 'regular', 'one', 'use', 'century', 'v']",even turn around use next day arrive even though regular one use century v,0.0,0.0,1.0,neutral
KURIR SICEPAT MANA SIHH ELAHH GADTG,KURIR MANA SIHH ELAHH GADTG,which courier is elahh gadtg,courier elahh gadtg,"['courier', 'elahh', 'gadtg']","['courier', 'elahh', 'gadtg']",courier elahh gadtg,0.0,0.0,1.0,neutral
Kk saya jadi km lgsg kirim ke drop off kalau tidak diambil sangat pickup tuh servis palsu jrg sangat yang benar pick up,Kk saya jadi km lgsg kirim ke drop off kalau tidak diambil sangat pickup tuh servis palsu jrg sangat yang benar pick up,kk i become km lgsg send to drop off if not taken very pickup tuh fake service jrg is very true pick up,kk become km lgsg send drop taken pickup tuh fake service jrg true pick,"['kk', 'become', 'km', 'lgsg', 'send', 'drop', 'taken', 'pickup', 'tuh', 'fake', 'service', 'jrg', 'true', 'pick']","['kk', 'become', 'km', 'lgsg', 'send', 'drop', 'take', 'pickup', 'tuh', 'fake', 'service', 'jrg', 'true', 'pick']",kk become km lgsg send drop take pickup tuh fake service jrg true pick,0.259,0.254,0.488,neutral
Emang boleh selama ini Padahal estimasinya harusnya hari ini tetapi nyampe Surabaya belum ada tanda Sicepat tetapi selambat ini,Emang boleh selama ini Padahal estimasinya harusnya hari ini tetapi nyampe Surabaya belum ada tanda tetapi selambat ini,"it is indeed possible for this time even though the estimation should be today, but there is no sign of surabaya, but this is not yet this",indeed possible time even though estimation today sign surabaya yet,"['indeed', 'possible', 'time', 'even', 'though', 'estimation', 'today', 'sign', 'surabaya', 'yet']","['indeed', 'possible', 'time', 'even', 'though', 'estimation', 'today', 'sign', 'surabaya', 'yet']",indeed possible time even though estimation today sign surabaya yet,0.0,0.0,1.0,neutral
kalau saya sama sicepat kak,kalau saya sama kak,if i'm the same sis,im sis,"['im', 'sis']","['im', 'si']",im si,0.0,0.0,1.0,neutral
hah sicepat mana,hah mana,hah where,hah,['hah'],['hah'],hah,0.0,0.0,1.0,neutral
Hubungin yang benernya kemana sih sana sini bot,Hubungin yang benernya kemana sih sana sini bot,connesh the right one where the one here is the bot,connesh right one one bot,"['connesh', 'right', 'one', 'one', 'bot']","['connesh', 'right', 'one', 'one', 'bot']",connesh right one one bot,0.0,0.0,1.0,neutral
Kalo paketnya di antar ulang di kirim ke penerima duluan atau antar paket yang lain dulu kak Kemarin malam tidak ke angkat telepon dari kurirnya,Kalo paketnya di antar ulang di kirim ke penerima duluan atau antar paket yang lain dulu kak Kemarin malam tidak ke angkat telepon dari kurirnya,if the package is delivered to the recipient first or between the other packages first sis last night did not pick up the phone from the courier,package delivered recipient first packages first sis last night pick phone courier,"['package', 'delivered', 'recipient', 'first', 'packages', 'first', 'sis', 'last', 'night', 'pick', 'phone', 'courier']","['package', 'deliver', 'recipient', 'first', 'package', 'first', 'si', 'last', 'night', 'pick', 'phone', 'courier']",package deliver recipient first package first si last night pick phone courier,0.0,0.0,1.0,neutral
tolong banget ini SiCepat tumben bangetttt lamaaaaa masak dari hari lalu masih nyangkut saja disortir Medan Ini libur tergantung cabang apa bagaimana soalnya yang satu saja juga pakai SiCepat sudah mau otw rumah,tolong banget ini tumben bangetttt lamaaaaa masak dari hari lalu masih nyangkut saja disortir Medan Ini libur tergantung cabang apa bagaimana soalnya yang satu saja juga pakai sudah mau otw rumah,"please really tumben, a long time, it just cooks from the day ago, it still stuck in the sort of this medan.",please really tumben long time cooks day ago still stuck sort medan,"['please', 'really', 'tumben', 'long', 'time', 'cooks', 'day', 'ago', 'still', 'stuck', 'sort', 'medan']","['please', 'really', 'tumben', 'long', 'time', 'cook', 'day', 'ago', 'still', 'stuck', 'sort', 'medan']",please really tumben long time cook day ago still stuck sort medan,0.161,0.14,0.699,neutral
sicepat ganti saja jadi silambat,ganti saja jadi silambat,just change it to,change,['change'],['change'],change,0.0,0.0,1.0,neutral
samaa cui saya make si cepat masii di tempat sortir kotaku kalau di ekspedisi lain sudah kirim si ke alamtkuu mana dh lewat h,samaa cui saya make si cepat masii di tempat sortir kotaku kalau di ekspedisi lain sudah kirim si ke alamtkuu mana dh lewat h,samaa cui i make si quickly masii in the sorting place of my kotaku if in another expedition have sent si to alamtkuu where dh through h,samaa cui make si quickly masii sorting place kotaku another expedition sent si alamtkuu dh h,"['samaa', 'cui', 'make', 'si', 'quickly', 'masii', 'sorting', 'place', 'kotaku', 'another', 'expedition', 'sent', 'si', 'alamtkuu', 'dh', 'h']","['samaa', 'cui', 'make', 'si', 'quickly', 'masii', 'sort', 'place', 'kotaku', 'another', 'expedition', 'sent', 'si', 'alamtkuu', 'dh', 'h']",samaa cui make si quickly masii sort place kotaku another expedition sent si alamtkuu dh h,0.0,0.0,1.0,neutral
pakai sicepat bukan,pakai bukan,use it right,use right,"['use', 'right']","['use', 'right']",use right,0.0,0.0,1.0,neutral
Jnesicepat gpp kak dapat kahh km,Jnesicepat gpp kak dapat kahh km,"jnesicaspas gpp sis, can you get it",jnesicaspas gpp sis get,"['jnesicaspas', 'gpp', 'sis', 'get']","['jnesicaspas', 'gpp', 'si', 'get']",jnesicaspas gpp si get,0.0,0.0,1.0,neutral
SiCepat,,"the json object must be str, bytes or bytearray, not nonetype",json object must str bytes bytearray nonetype,"['json', 'object', 'must', 'str', 'bytes', 'bytearray', 'nonetype']","['json', 'object', 'must', 'str', 'byte', 'bytearray', 'nonetype']",json object must str byte bytearray nonetype,0.0,0.0,1.0,neutral
Min nomor resi ini bisa diupdate per hari ini Status terakhir masih di hari Selasa jam pagi,Min nomor resi ini bisa diupdate per hari ini Status terakhir masih di hari Selasa jam pagi,"min, this receipt number can be updated per today the last status is still on tuesday morning",min receipt number updated per today last status still tuesday morning,"['min', 'receipt', 'number', 'updated', 'per', 'today', 'last', 'status', 'still', 'tuesday', 'morning']","['min', 'receipt', 'number', 'update', 'per', 'today', 'last', 'status', 'still', 'tuesday', 'morning']",min receipt number update per today last status still tuesday morning,0.115,0.0,0.885,neutral
Langsung ambil saja,Langsung ambil saja,just take it immediately,take immediately,"['take', 'immediately']","['take', 'immediately']",take immediately,0.0,0.0,1.0,neutral
Cek DM,Cek DM,check dm,check dm,"['check', 'dm']","['check', 'dm']",check dm,0.0,0.0,1.0,neutral
Tutup saja lahhh tidak sekali dua kali paket lama sangat nyampenya,Tutup saja lahhh tidak sekali dua kali paket lama sangat nyampenya,"just close it, not once or twice the old package is very very much",close it twice old package much,"['close', 'it', 'twice', 'old', 'package', 'much']","['close', 'it', 'twice', 'old', 'package', 'much']",close it twice old package much,0.0,0.0,1.0,neutral
