,full_text,cleaned_text,translated_text,stopwords,tweet_tokenize,tokens_lemmatized
1114,pake ekspedisi sicepat kh kalo iya emg lg trobel itu kayanya,pake ekspedisi kh kalo iya emg lg trobel itu kayanya,"use the expedition kh if ​​yes, the trobel is rich",use expedition kh yes trobel rich,"['use', 'expedition', 'kh', 'yes', 'trobel', 'rich']","['use', 'expedition', 'kh', 'yes', 'trobel', 'rich']"
1115,kartu kondangannya udah dikirim pake sicepat g ditungguin aja abangnya pake kuda kesana ya mim ternyata abang punya project bareng jeonghan hyung buat st single album kita kita pindah sekarang jadi penonton aja persija sama persib toksis mim,Kartu kondangannya udah dikirim pake G ditungguin aja abangnya pake kuda kesana ya mim Ternyata abang punya project bareng Jeonghan hyung buat st single album kita kita pindah sekarang jadi penonton aja persija sama persib toksis mim,"the invitation card has been sent using g, just wait for the brother to use a horse there, mim, it turns out that you have a project with jeonghan hyung for the single album, we move now so the spectators are just persija and persib toxis mim",invitation card sent using g wait brother use horse there mim turns project jeonghan hyung single album move spectators persija persib toxis mim,"['invitation', 'card', 'sent', 'using', 'g', 'wait', 'brother', 'use', 'horse', 'there', 'mim', 'turns', 'project', 'jeonghan', 'hyung', 'single', 'album', 'move', 'spectators', 'persija', 'persib', 'toxis', 'mim']","['invitation', 'card', 'sent', 'use', 'g', 'wait', 'brother', 'use', 'horse', 'there', 'mim', 'turn', 'project', 'jeonghan', 'hyung', 'single', 'album', 'move', 'spectator', 'persija', 'persib', 'toxis', 'mim']"
1116,tolong balas chat saya di whatsapp,Tolong balas chat saya di whatsapp,please reply to my chat on whatsapp,please reply chat whatsapp,"['please', 'reply', 'chat', 'whatsapp']","['please', 'reply', 'chat', 'whatsapp']"
1117,di whatapp dibales bot doang haduh,Di whatapp dibales bot doang haduh,whatsapp is rewarded with bot doang hadeh,whatsapp rewarded bot doang hadeh,"['whatsapp', 'rewarded', 'bot', 'doang', 'hadeh']","['whatsapp', 'reward', 'bot', 'doang', 'hadeh']"
1118,min tolong dong knp sicepat jd lama banget gini ini udah  hari ga nyampe  udah lewat estimasi sampai,Min tolong dong knp jd lama banget gini Ini udah hari ga nyampe Udah lewat estimasi sampai,"min, please, why is it so long like this, this hasn't arrived at the estimated day",min please long like this arrived estimated day,"['min', 'please', 'long', 'like', 'this', 'arrived', 'estimated', 'day']","['min', 'please', 'long', 'like', 'this', 'arrive', 'estimate', 'day']"
1119,sicepat tai lelet bgt anjing posisi paket udah didaerah rumah gua belum dianter kesini sama kurir dari kemarin padahal deket bgt gudangnya,tai lelet bgt anjing posisi paket udah didaerah rumah gua belum dianter kesini sama kurir dari kemarin padahal DEKET BGT GUDANGNYA,"tai is slow, dog position package has been in the area of ​​my house has not been delivered here with the courier from yesterday even though it is close to the warehouse",tai slow dog position package area my house delivered courier yesterday even though close warehouse,"['tai', 'slow', 'dog', 'position', 'package', 'area', 'my', 'house', 'delivered', 'courier', 'yesterday', 'even', 'though', 'close', 'warehouse']","['tai', 'slow', 'dog', 'position', 'package', 'area', 'my', 'house', 'deliver', 'courier', 'yesterday', 'even', 'though', 'close', 'warehouse']"
1120,aneh banget apa ga dibaca sama sekali alamatnya sama kurirnya jelas di tulis detail banget dan di gang v sampe deskripsi diisi detail kenapa jauh banget yah nyasarnya sampe gang ix nomor rumah pun beda jauh tolonglah biasakan dibaca sebelum di drop ke cust,Aneh banget apa ga dibaca sama sekali alamatnya sama kurirnya jelas di tulis detail banget dan di gang v sampe deskripsi diisi detail kenapa jauh banget yah nyasarnya sampe gang ix nomor rumah pun beda jauh tolonglah biasakan dibaca sebelum di drop ke cust,it's really strange whether it's not read at all the address with the courier is clearly written in detail and in gang v until the description is filled in detail why it is so far away until the gang ix the house number is much different please make it a habit to read before it is dropped to the cust,really strange whether read address courier clearly written detail gang v description filled detail far away gang ix house number much different please make habit read dropped cust,"['really', 'strange', 'whether', 'read', 'address', 'courier', 'clearly', 'written', 'detail', 'gang', 'v', 'description', 'filled', 'detail', 'far', 'away', 'gang', 'ix', 'house', 'number', 'much', 'different', 'please', 'make', 'habit', 'read', 'dropped', 'cust']","['really', 'strange', 'whether', 'read', 'address', 'courier', 'clearly', 'write', 'detail', 'gang', 'v', 'description', 'fill', 'detail', 'far', 'away', 'gang', 'ix', 'house', 'number', 'much', 'different', 'please', 'make', 'habit', 'read', 'drop', 'cust']"
1121,ditunggu itikad baiknya untuk segera diinvestigasi,ditunggu itikad baiknya untuk segera diinvestigasi,waiting for the good faith to be immediately investigated,waiting good faith immediately investigated,"['waiting', 'good', 'faith', 'immediately', 'investigated']","['wait', 'good', 'faith', 'immediately', 'investigate']"
1122,sudah complain via wa tapi gaada kejelasan cuma dapat nomer pelaporan,sudah complain via wa tapi gaada kejelasan cuma dapat nomer pelaporan,already complained via wa but there is no clarity only to get a reporting number,already complained via wa clarity get reporting number,"['already', 'complained', 'via', 'wa', 'clarity', 'get', 'reporting', 'number']","['already', 'complain', 'via', 'wa', 'clarity', 'get', 'reporting', 'number']"
1123,paket gw dari tgl  ampe sekarang gaada kejelasan,paket gw dari tgl ampe sekarang gaada kejelasan,my package from date until now has no clarity,package date clarity,"['package', 'date', 'clarity']","['package', 'date', 'clarity']"
1124,sicepat yg tidak cepat,yg tidak cepat,no fast,fast,['fast'],['fast']
1125,ini gimana kok nggak dikirim lagi pdhl hari sabtu saya di rumah nggak ada kurir dateng sama sekali kampret bener ini sicepat ganti nama aja jadi sipayah,Ini gimana kok nggak dikirim lagi Pdhl hari sabtu saya di rumah nggak ada kurir dateng sama sekali Kampret bener ini ganti nama aja jadi sipayah,"how come this is not sent anymore on saturday, i don't have a courier at all at all, just change the name to sipayah",come sent anymore saturday courier all change name sipayah,"['come', 'sent', 'anymore', 'saturday', 'courier', 'all', 'change', 'name', 'sipayah']","['come', 'sent', 'anymore', 'saturday', 'courier', 'all', 'change', 'name', 'sipayah']"
1126,ka bantu cek dm,ka bantu cek dm,ka help check dm,ka help check dm,"['ka', 'help', 'check', 'dm']","['ka', 'help', 'check', 'dm']"
1127,kirain jnt sama sicepat udah paling parah ternyata ada yang lebih lebih parah dari mereka id express ni anj bgt emang,Kirain sama udah paling parah ternyata ada yang lebih lebih parah dari mereka iD Express ni anj bgt emang,"i think it's the most severe, it turns out that there is something more worse than them, the id express is really",think severe turns something worse them id express really,"['think', 'severe', 'turns', 'something', 'worse', 'them', 'id', 'express', 'really']","['think', 'severe', 'turn', 'something', 'bad', 'them', 'id', 'express', 'really']"
1128,min cek paket tidak bergerak dari sabtu,min cek paket tidak bergerak dari sabtu,min check the package not moving from saturday,min check package moving saturday,"['min', 'check', 'package', 'moving', 'saturday']","['min', 'check', 'package', 'move', 'saturday']"
1129,min cek dm,min cek DM,min check dm,min check dm,"['min', 'check', 'dm']","['min', 'check', 'dm']"
1130,sicepat bisa ganti jd silambat aja gasih,bisa ganti jd silambat aja gasih,can you just change it to be slow,change slow,"['change', 'slow']","['change', 'slow']"
1131,kak spill kursinya,Kak spill kursinya,sis spill the chair,sis spill chair,"['sis', 'spill', 'chair']","['si', 'spill', 'chair']"
1132,niat ora dek,niat ora dek,intention of ora deck,intention ora deck,"['intention', 'ora', 'deck']","['intention', 'os', 'deck']"
1133,aku pake sicepat kaa,aku pake kaa,i use kaa,use kaa,"['use', 'kaa']","['use', 'kaa']"
1134,min cek dm dong,min cek dm dong,"min, check, please",min check please,"['min', 'check', 'please']","['min', 'check', 'please']"
1135,halo sicepat saya mau cek barang saya krn di website tertulis sudah sampai di ambon dari hari jumat tanggal  mei  padahal barangnya belum saya terima smpai sekarang tks,Halo saya mau cek barang saya krn di website tertulis sudah sampai di Ambon dari hari Jumat tanggal Mei padahal barangnya belum saya terima smpai sekarang Tks,"hello, i want to check my items because on the written website it has arrived in ambon from friday, even though the item has not been received until now tks",hello want check items written website arrived ambon friday even though item received tks,"['hello', 'want', 'check', 'items', 'written', 'website', 'arrived', 'ambon', 'friday', 'even', 'though', 'item', 'received', 'tks']","['hello', 'want', 'check', 'item', 'write', 'website', 'arrive', 'ambon', 'friday', 'even', 'though', 'item', 'receive', 'tks']"
1136,ya karena kamu cuma aktifin jnt aja aku juga gini pake jnt doang dan kemaren beberapa buyer ga bisa akhirnya aku aktifin sicepat sm anteraja eh tp sampe sekarang ga diambil ambil d,ya karena kamu cuma aktifin aja aku juga gini pake doang dan kemaren beberapa buyer ga bisa akhirnya aku aktifin sm eh tp sampe sekarang ga diambil ambil D,"yes, because you just activate me, i also use it and yesterday, some buyers can't finally activate sm eh but until now it's not taken to take d",yes activate me also use yesterday buyers cant finally activate sm eh taken take,"['yes', 'activate', 'me', 'also', 'use', 'yesterday', 'buyers', 'cant', 'finally', 'activate', 'sm', 'eh', 'taken', 'take']","['yes', 'activate', 'me', 'also', 'use', 'yesterday', 'buyer', 'cant', 'finally', 'activate', 'sm', 'eh', 'take', 'take']"
1137,ril wkwkw sicepat halu beneran halu ternyata cepet nya,ril wkwkw halu beneran halu ternyata cepet nya,real wkwkw halu really it turns out it turns out quickly,real wkwkw halu really turns turns quickly,"['real', 'wkwkw', 'halu', 'really', 'turns', 'turns', 'quickly']","['real', 'wkwkw', 'halu', 'really', 'turn', 'turn', 'quickly']"
1138,ga muncul account wanya itu kalian serius usaha ga sih pelayanan cuma bales pake katakata yang belum tentu solutif aja ga solved,Ga muncul account WAnya itu Kalian serius usaha ga sih Pelayanan cuma bales pake katakata yang belum tentu solutif aja ga solved,"the account does not appear, you are serious about the business, the service is just a reply using words that are not necessarily solutives",account appear serious business service reply using words necessarily solutives,"['account', 'appear', 'serious', 'business', 'service', 'reply', 'using', 'words', 'necessarily', 'solutives']","['account', 'appear', 'serious', 'business', 'service', 'reply', 'use', 'word', 'necessarily', 'solutives']"
1139,parah si paket dari  mei udah  hari stuck disitu terus ga nyampe mau seminggu,parah si paket dari mei udah hari stuck disitu terus ga nyampe mau seminggu,"the package is severe from may, it's stuck there and don't reach a week",package severe may stuck reach week,"['package', 'severe', 'may', 'stuck', 'reach', 'week']","['package', 'severe', 'may', 'stuck', 'reach', 'week']"
1140,why is sicepat acting up,why is acting up,why is acting up,acting,['acting'],['act']
1141,cek dm please,cek dm please,check dm please,check dm please,"['check', 'dm', 'please']","['check', 'dm', 'please']"
1142,ini gua blacklist aja ya paket gak sampai estimasi udah lewat balasannya selalu template resi gak diupdate terus mau gimana semisal kalian tidak bisa bertahan lagi mending tutup aja masih ada ekspedisi yang lebih mampu dari kalian,Ini gua blacklist aja ya paket gak sampai Estimasi udah lewat Balasannya selalu template Resi gak diupdate Terus mau gimana Semisal kalian tidak bisa bertahan lagi mending tutup aja Masih ada ekspedisi yang lebih mampu dari kalian,"this is just a blacklist, the package doesn't get the estimation, it's always through the reply, always the receipt template is not updated, then you want to do it, such as you can't survive anymore, there is still an expedition that is more capable than you",blacklist package get estimation always reply always receipt template updated want it cant survive anymore still expedition capable,"['blacklist', 'package', 'get', 'estimation', 'always', 'reply', 'always', 'receipt', 'template', 'updated', 'want', 'it', 'cant', 'survive', 'anymore', 'still', 'expedition', 'capable']","['blacklist', 'package', 'get', 'estimation', 'always', 'reply', 'always', 'receipt', 'template', 'update', 'want', 'it', 'cant', 'survive', 'anymore', 'still', 'expedition', 'capable']"
1143,paket cuma muter sekitaran jakarta judulnya sicepat best layanan besok sampai ini udah  jam lebih tuh paketnya dimana buat apa bayar lebih tapi pake kurir lain lebih cepet bahkan untuk jenis pengiriman yang harusnya up to  hari,paket cuma muter sekitaran jakarta judulnya BEST layanan besok sampai ini udah jam lebih tuh paketnya dimana Buat apa bayar lebih tapi pake kurir lain lebih cepet bahkan untuk jenis pengiriman yang harusnya up to hari,"the package only goes around jakarta, the title is the best service tomorrow until it's more hours, the package is more, where for what to pay more, but using other couriers is faster even for the type of shipping that should be up to day",package goes around jakarta title best service tomorrow hours package more pay more using couriers faster even type shipping day,"['package', 'goes', 'around', 'jakarta', 'title', 'best', 'service', 'tomorrow', 'hours', 'package', 'more', 'pay', 'more', 'using', 'couriers', 'faster', 'even', 'type', 'shipping', 'day']","['package', 'go', 'around', 'jakarta', 'title', 'best', 'service', 'tomorrow', 'hour', 'package', 'more', 'pay', 'more', 'use', 'courier', 'faster', 'even', 'type', 'shipping', 'day']"
1144,sicepat edan dari kemarinan bisa gerak napa baru sekarang paket diantar kurir this late at night,edan dari kemarinan bisa gerak napa baru sekarang paket diantar kurir This late at night,crazy from offspring can move why only now the package is delivered by this courier this late at night,crazy offspring move package delivered courier late night,"['crazy', 'offspring', 'move', 'package', 'delivered', 'courier', 'late', 'night']","['crazy', 'offspring', 'move', 'package', 'deliver', 'courier', 'late', 'night']"
1145,habis kesabaran gw,habis kesabaran gw,after my patience,patience,['patience'],['patience']
1146,suwun lur paketku mambu madumongso iki,Suwun lur paketku mambu madumongso iki,suwun lur packageku mambu madumongso iki,suwun lur packageku mambu madumongso iki,"['suwun', 'lur', 'packageku', 'mambu', 'madumongso', 'iki']","['suwun', 'lur', 'packageku', 'mambu', 'madumongso', 'iki']"
1147,sudah kok jawabannya standar pake sdh di pancoran mas tapi saya tanya apakah sdh diantar atau blm tak dijawab,Sudah kok Jawabannya standar Pake sdh di Pancoran Mas Tapi saya tanya apakah sdh diantar atau blm tak dijawab,how come the answer is standard using already in pancoran mas but i ask whether it has been delivered or not not answered,come answer standard using already pancoran mas ask whether delivered answered,"['come', 'answer', 'standard', 'using', 'already', 'pancoran', 'mas', 'ask', 'whether', 'delivered', 'answered']","['come', 'answer', 'standard', 'use', 'already', 'pancoran', 'ma', 'ask', 'whether', 'deliver', 'answer']"
1148,lama banget sicepat,lama banget,take a long time,take long time,"['take', 'long', 'time']","['take', 'long', 'time']"
1149,apaansi udah di dm di wa di email tetep aja ga ada solusi ya,APAANSI UDAH DI DM DI WA DI EMAIL TETEP AJA GA ADA SOLUSI YA,what's already in the dm in wa in the email but there is no solution,whats already dm wa email solution,"['whats', 'already', 'dm', 'wa', 'email', 'solution']","['whats', 'already', 'dm', 'wa', 'email', 'solution']"
1150,udah cape bgt sama ini paket stuckk ga gerak sama sekali sejak  mei  udah contact cs by email by chat whatsapp by dm instagram bahkan telfon ke hotlinenya ga ada kejelasan sama sekali at leasssst kasih solusi kasih tau yg jelas,udah cape bgt sama ini paket stuckk ga gerak sama sekali sejak Mei udah contact CS by email by chat whatsapp by dm instagram bahkan telfon ke hotlinenya ga ada kejelasan sama sekali at leasssst kasih solusi kasih tau yg jelas,"already tired of this same as this stuckk package hasn't moved at all since may has contact cs by email by chat whatsapp by dm instagram even calling the hotline there is no clarity at all at leasst, give me a clear telling solution",already tired stuckk package moved since may contact cs email chat whatsapp dm instagram even calling hotline clarity leasst give clear telling solution,"['already', 'tired', 'stuckk', 'package', 'moved', 'since', 'may', 'contact', 'cs', 'email', 'chat', 'whatsapp', 'dm', 'instagram', 'even', 'calling', 'hotline', 'clarity', 'leasst', 'give', 'clear', 'telling', 'solution']","['already', 'tire', 'stuckk', 'package', 'move', 'since', 'may', 'contact', 'c', 'email', 'chat', 'whatsapp', 'dm', 'instagram', 'even', 'call', 'hotline', 'clarity', 'leasst', 'give', 'clear', 'tell', 'solution']"
1151,sicepat jelek banget,jelek banget,really ugly,really ugly,"['really', 'ugly']","['really', 'ugly']"
1152,sbt mau nanya yang dom tebet kalo drop off sicepat dimana ya kalo oot kasih tau aja ya makasiih,sbt mau nanya yang dom tebet kalo drop off dimana ya kalo oot kasih tau aja ya makasiih,i want to ask dom tebet if you drop off where if oot just tell me,want ask dom tebet drop oot tell,"['want', 'ask', 'dom', 'tebet', 'drop', 'oot', 'tell']","['want', 'ask', 'dom', 'tebet', 'drop', 'oot', 'tell']"
1153,gajelas bgt,Gajelas bgt,bgt great,bgt great,"['bgt', 'great']","['bgt', 'great']"
1154,saya pilih best supaya cepat sampai malam ini kok blm diantar posisi paket terakhir masih di pancoran mas blm diantar sejak pagi saya tanya cs tdk memberikan jawaban jelas posisin paket sdh diantarbelum,saya pilih Best supaya cepat sampai malam ini kok blm diantar Posisi paket terakhir masih di Pancoran Mas blm diantar sejak pagi Saya tanya cs tdk memberikan jawaban jelas posisin paket sdh diantarbelum,"i chose the best so that it quickly until tonight, how come the last package is still delivered in the pancoran mas, but i have been delivered since morning i asked cs did not give a clear answer.",chose best quickly tonight come last package still delivered pancoran mas delivered since morning asked cs give clear answer,"['chose', 'best', 'quickly', 'tonight', 'come', 'last', 'package', 'still', 'delivered', 'pancoran', 'mas', 'delivered', 'since', 'morning', 'asked', 'cs', 'give', 'clear', 'answer']","['chose', 'best', 'quickly', 'tonight', 'come', 'last', 'package', 'still', 'deliver', 'pancoran', 'ma', 'deliver', 'since', 'morning', 'ask', 'c', 'give', 'clear', 'answer']"
1155,iya lagi biasanya sicepat buroq bgt kmrn aku pake malah lama,iya lagi biasanya buroq bgt kmrn aku pake malah lama,yes again usually buroq really i use it even a long time,yes usually buroq really use even long time,"['yes', 'usually', 'buroq', 'really', 'use', 'even', 'long', 'time']","['yes', 'usually', 'buroq', 'really', 'use', 'even', 'long', 'time']"
1156,sicepat kurir donk,kurir donk,courier please,courier please,"['courier', 'please']","['courier', 'please']"
1157,sicepat yang tidak cepat,yang tidak cepat,which is not fast,fast,['fast'],['fast']
1158,kenapa sekarang sicepat lama banget cok nyampenya,kenapa sekarang lama banget cok nyampenya,why is it so long now,long,['long'],['long']
1159,sengaja pake kiriman sicepat sehari dari sopi biar cepet sampe tapi status masih mandek dulu ok sekarang mlempem emang,Sengaja pake kiriman sehari dari sopi biar cepet sampe tapi status masih mandek dulu ok sekarang mlempem emang,deliberately use a shipment a day from shopee so that it can quickly arrive but the status is still stagnant first ok now it is really,deliberately use shipment day shopee quickly arrive status still stagnant first ok really,"['deliberately', 'use', 'shipment', 'day', 'shopee', 'quickly', 'arrive', 'status', 'still', 'stagnant', 'first', 'ok', 'really']","['deliberately', 'use', 'shipment', 'day', 'shopee', 'quickly', 'arrive', 'status', 'still', 'stagnant', 'first', 'ok', 'really']"
1160,udah akhirnya resi udah dicetak dan paket udah sampe ke tangan kurir war is over makasih ya sicepat udah menyusahkan hidup gue sebelum pulang jajan dulu deh hihi,udah akhirnya resi udah dicetak dan paket udah sampe ke tangan kurir WAR IS OVER makasih ya udah menyusahkan hidup gue sebelum pulang jajan dulu deh hihi,already finally the receipt has been printed and the package has reached the hands of the courier war is over thanks so it's troublesome for my life before returning home snacks first hihi,already finally receipt printed package reached hands courier war thanks troublesome life returning home snacks first hihi,"['already', 'finally', 'receipt', 'printed', 'package', 'reached', 'hands', 'courier', 'war', 'thanks', 'troublesome', 'life', 'returning', 'home', 'snacks', 'first', 'hihi']","['already', 'finally', 'receipt', 'print', 'package', 'reach', 'hand', 'courier', 'war', 'thanks', 'troublesome', 'life', 'return', 'home', 'snack', 'first', 'hihi']"
1161,pas udah sampe di sicepat kemayoran mas nya malah blg belum bisa drop off paket karna orangnya baru dateng jam  gue udah cari info dulu sblmnya banyak juga orang yg gak bisa drop off paket karena alasan orangnya belum dateng gak tau sih ini alasan doang apa gimana,pas udah sampe di kemayoran mas nya malah blg belum bisa drop off paket karna orangnya baru dateng jam gue udah cari info dulu sblmnya banyak juga orang yg gak bisa drop off paket karena alasan orangnya belum dateng gak tau sih ini alasan doang apa gimana,"when i arrived at kemayoran, the mas couldn't drop off the package off because the person just came at the time, i already looked for information before there were also many people who could not drop off the package because the reason people had not yet come to know this reason what was the reason",arrived kemayoran mas drop package person came time already looked information also many people could drop package reason people yet come know reason reason,"['arrived', 'kemayoran', 'mas', 'drop', 'package', 'person', 'came', 'time', 'already', 'looked', 'information', 'also', 'many', 'people', 'could', 'drop', 'package', 'reason', 'people', 'yet', 'come', 'know', 'reason', 'reason']","['arrive', 'kemayoran', 'ma', 'drop', 'package', 'person', 'come', 'time', 'already', 'look', 'information', 'also', 'many', 'people', 'could', 'drop', 'package', 'reason', 'people', 'yet', 'come', 'know', 'reason', 'reason']"
1162,gue cari deh di gmaps gerai sicepat paling deket dari rumah ternyata ada yang cuma naik jaklingko sekali pas udah disana gue malah dioper ke gerai yang di kemayoran karna disitu ternyata gak bisa drop off paket di hari minggu padahal kata cs nya bisa di semua gerai huft,gue cari deh di gmaps gerai paling deket dari rumah ternyata ada yang cuma naik jaklingko sekali pas udah disana gue malah dioper ke gerai yang di kemayoran karna disitu ternyata gak bisa drop off paket di hari minggu padahal kata cs nya bisa di semua gerai huft,"i searched for the most close outlets from home, it turned out that there were only those who just ride jaklingko when i was there, instead i was passed to the outlets in kemayoran because there turned out that i couldn't drop off the package on sunday even though the cs said all huft outlets could be at all huft outlets",searched close outlets home turned ride jaklingko there instead passed outlets kemayoran turned drop package sunday even though cs said huft outlets could huft outlets,"['searched', 'close', 'outlets', 'home', 'turned', 'ride', 'jaklingko', 'there', 'instead', 'passed', 'outlets', 'kemayoran', 'turned', 'drop', 'package', 'sunday', 'even', 'though', 'cs', 'said', 'huft', 'outlets', 'could', 'huft', 'outlets']","['search', 'close', 'outlet', 'home', 'turn', 'ride', 'jaklingko', 'there', 'instead', 'pass', 'outlet', 'kemayoran', 'turn', 'drop', 'package', 'sunday', 'even', 'though', 'c', 'say', 'huft', 'outlet', 'could', 'huft', 'outlet']"
1163,naik krl cuma mau drop off satu paket ke sicepat udah hampir empat hari gak ada kurir yang dateng ke rumah buat pick up akhirnya udahlah ya drop off aja sendiri paketnya ke counter udah tlp cs sicepat katanya hari minggu bisa drop off di semua gerai,naik krl cuma mau drop off satu paket ke udah hampir empat hari gak ada kurir yang dateng ke rumah buat pick up akhirnya udahlah ya drop off aja sendiri paketnya ke counter udah tlp cs katanya hari minggu bisa drop off di semua gerai,ride the krl just want to drop off one package to already almost four days there is no courier who came to the house for pick up finally already drop off alone the package to the counter already tlp cs said sunday can drop off at all outlets,ride krl want drop one package already almost four days courier came house pick finally already drop alone package counter already tlp cs said sunday drop outlets,"['ride', 'krl', 'want', 'drop', 'one', 'package', 'already', 'almost', 'four', 'days', 'courier', 'came', 'house', 'pick', 'finally', 'already', 'drop', 'alone', 'package', 'counter', 'already', 'tlp', 'cs', 'said', 'sunday', 'drop', 'outlets']","['ride', 'krl', 'want', 'drop', 'one', 'package', 'already', 'almost', 'four', 'day', 'courier', 'come', 'house', 'pick', 'finally', 'already', 'drop', 'alone', 'package', 'counter', 'already', 'tlp', 'c', 'say', 'sunday', 'drop', 'outlet']"
1164,guys jgn mau pake ekspedisi sicepat halu soalnya ngaret  kali jir dari perkiraan sampe tgl  terus tadi tgl  taunya ditunda lagi tgl ,guys jgn mau pake ekspedisi halu soalnya ngaret kali jir dari perkiraan sampe tgl terus tadi tgl taunya ditunda lagi tgl,guys don't want to use an expedition only because the problem is njir from the estimated until the date continues to be postponed again,guys want use expedition problem njir estimated date continues postponed,"['guys', 'want', 'use', 'expedition', 'problem', 'njir', 'estimated', 'date', 'continues', 'postponed']","['guy', 'want', 'use', 'expedition', 'problem', 'njir', 'estimate', 'date', 'continue', 'postpone']"
1165,sicepat nih lelet banget astaga,nih lelet banget astaga,this is really slow,really slow,"['really', 'slow']","['really', 'slow']"
1166,tambah jasa pengiriman jangan cuma  atau  jnt jne spx idexpress sicepat nder,Tambah jasa pengiriman jangan cuma atau spx idexpress nder,"add the shipping service, not just or spx idexpress nder",add shipping service spx idexpress nder,"['add', 'shipping', 'service', 'spx', 'idexpress', 'nder']","['add', 'shipping', 'service', 'spx', 'idexpress', 'nder']"
1167,capek dah sama mau chat di whatsapp pun gak guna balesnya pake bot emang gak niat bantuin customer biar dah sering aja begini tinggal di boikot aja sekalian mending ekspedisi lain,Capek dah sama mau chat di WhatsApp pun gak guna Balesnya pake Bot Emang gak niat bantuin customer Biar dah Sering aja begini Tinggal di boikot aja sekalian Mending ekspedisi lain,"i'm tired of wanting to chat on whatsapp not to reply to using bots, not intention",im tired wanting chat whatsapp reply using bots intention,"['im', 'tired', 'wanting', 'chat', 'whatsapp', 'reply', 'using', 'bots', 'intention']","['im', 'tire', 'want', 'chat', 'whatsapp', 'reply', 'use', 'bot', 'intention']"
1168,sumpah ya ini jasa ekspedisi keknya problematik udah bayar ongkir paket ambil sendiri bahkan ada kerusakan kalau emang ga bisa nganterin barang tu bilang bukan ditumpuk di sortation tolong banget diperbaiki kalau bisa dikasih bintang   dikasih dah,sumpah ya ini jasa ekspedisi keknya problematik udah bayar ongkir paket ambil sendiri bahkan ada kerusakan kalau emang ga bisa nganterin barang tu bilang bukan ditumpuk di sortation tolong banget diperbaiki kalau bisa dikasih bintang dikasih dah,"i swear, this is a problematic expedition service, already paid for the postage of the package, take it yourself, even there is damage if you can't help the item, say it is not stacked in sortation, please repair it if you can be given a star given by it",swear problematic expedition service already paid postage package take yourself even damage cant help item say stacked sortation please repair given star given,"['swear', 'problematic', 'expedition', 'service', 'already', 'paid', 'postage', 'package', 'take', 'yourself', 'even', 'damage', 'cant', 'help', 'item', 'say', 'stacked', 'sortation', 'please', 'repair', 'given', 'star', 'given']","['swear', 'problematic', 'expedition', 'service', 'already', 'paid', 'postage', 'package', 'take', 'yourself', 'even', 'damage', 'cant', 'help', 'item', 'say', 'stack', 'sortation', 'please', 'repair', 'give', 'star', 'give']"
1169,jangan sicepat pokoknya,JANGAN POKOKNYA,don't anyway,anyway,['anyway'],['anyway']
1170,ini gimana sih udah schedule pickup hari sabtu siang tapi tibatiba ada info gagal pickup dengan alasan reschedule by seller padahal saya gak pernah reschedule kurir belum ngehubungin saya sama sekali komplain via wa ngebalesnya template terus,Ini gimana sih Udah schedule pickup hari Sabtu siang tapi tibatiba ada info gagal pickup dengan alasan reschedule by seller Padahal saya gak pernah reschedule kurir belum ngehubungin saya sama sekali Komplain via WA ngebalesnya template terus,this is the pickup schedule on saturday afternoon but suddenly there is information failed pickup on the grounds of reschedule by seller even though i have never rescheduled courier not to contact me at all complain via wa ngebales the template continues,pickup schedule saturday afternoon suddenly information failed pickup grounds reschedule seller even though never rescheduled courier contact complain via wa ngebales template continues,"['pickup', 'schedule', 'saturday', 'afternoon', 'suddenly', 'information', 'failed', 'pickup', 'grounds', 'reschedule', 'seller', 'even', 'though', 'never', 'rescheduled', 'courier', 'contact', 'complain', 'via', 'wa', 'ngebales', 'template', 'continues']","['pickup', 'schedule', 'saturday', 'afternoon', 'suddenly', 'information', 'fail', 'pickup', 'ground', 'reschedule', 'seller', 'even', 'though', 'never', 'reschedule', 'courier', 'contact', 'complain', 'via', 'wa', 'ngebales', 'template', 'continue']"
1171,sicepat kenapa banyak yang tutup permanen ya deket rumah gw jadi kelilingan gini nyari sicepat,kenapa banyak yang tutup permanen ya deket rumah gw jadi kelilingan gini nyari,why many of them close permanently close to my house so you are looking for this,many close permanently close house looking,"['many', 'close', 'permanently', 'close', 'house', 'looking']","['many', 'close', 'permanently', 'close', 'house', 'look']"
